index,Accuracy,Precision,DiceSimilarityCoefficient,IntersectionOverUnion,HausdorffDistance,TruePositive,TrueNegative,FalsePositive,FalseNegative,AUC,TruePositive_nor,TrueNegative_nor,FalsePositive_nor,FalseNegative_nor
209,0.98066,0.857621,0.749212,0.598992,9.110434,6656,219288,1105,3351,0.83006,2.889 ,95.177 ,0.480 ,1.454 
210,0.985512,0.866946,0.803739,0.671877,8.660254,6835,220227,1049,2289,0.872191,2.967 ,95.585 ,0.455 ,0.993 
211,0.985417,0.823701,0.81918,0.693738,6.082763,7611,219429,1629,1731,0.903669,3.303 ,95.238 ,0.707 ,0.751 
212,0.980673,0.844119,0.799351,0.665766,9.055385,8870,217077,1638,2815,0.875802,3.850 ,94.217 ,0.711 ,1.222 
213,0.985017,0.835276,0.830518,0.71016,7.937254,8458,218490,1668,1784,0.909119,3.671 ,94.831 ,0.724 ,0.774 
214,0.989384,0.831973,0.803345,0.671325,5.744563,4996,222958,1009,1437,0.886058,2.168 ,96.770 ,0.438 ,0.624 
215,0.989818,0.831832,0.820368,0.695443,6.164414,5357,222697,1083,1263,0.902187,2.325 ,96.657 ,0.470 ,0.548 
216,0.992483,0.804362,0.743331,0.591509,4.582576,2508,226160,610,1122,0.84411,1.089 ,98.160 ,0.265 ,0.487 
217,0.988585,0.841537,0.486929,0.321815,10.535654,1248,226522,235,2395,0.670769,0.542 ,98.317 ,0.102 ,1.039 
218,0.987609,0.859628,0.671272,0.505199,9.110434,2915,224630,476,2379,0.774254,1.265 ,97.496 ,0.207 ,1.033 
219,0.977135,0.850432,0.767006,0.622068,8.774964,8671,216461,1525,3743,0.845745,3.763 ,93.950 ,0.662 ,1.625 
220,0.974236,0.867184,0.733166,0.578738,8.888194,8155,216309,1249,4687,0.814642,3.539 ,93.884 ,0.542 ,2.034 
221,0.982023,0.837542,0.79491,0.659627,7.549834,8027,218231,1557,2585,0.874662,3.484 ,94.718 ,0.676 ,1.122 
222,0.986645,0.86259,0.848536,0.736919,6.63325,8619,218704,1373,1704,0.914346,3.741 ,94.924 ,0.596 ,0.740 
223,0.981115,0.848332,0.824874,0.701945,7.211103,10247,215802,1832,2519,0.897131,4.447 ,93.664 ,0.795 ,1.093 
224,0.976714,0.832654,0.774058,0.631398,8.602325,9190,215845,1847,3518,0.857341,3.989 ,93.683 ,0.802 ,1.527 
225,0.980868,0.805492,0.78662,0.648289,7.28011,8125,217867,1962,2446,0.879844,3.526 ,94.560 ,0.852 ,1.062 
226,0.971619,0.828871,0.698789,0.537029,8.717798,7585,216276,1566,4973,0.798404,3.292 ,93.870 ,0.680 ,2.158 
227,0.981654,0.851819,0.803459,0.671485,7.071068,8640,217533,1503,2724,0.876717,3.750 ,94.415 ,0.652 ,1.182 
228,0.980681,0.85179,0.805727,0.674658,7.348469,9230,216719,1606,2845,0.878517,4.006 ,94.062 ,0.697 ,1.235 
229,0.980898,0.830198,0.791254,0.654607,7.549834,8341,217658,1706,2695,0.874011,3.620 ,94.470 ,0.740 ,1.170 
230,0.979562,0.812672,0.758004,0.610311,7.874008,7375,218316,1700,3009,0.85125,3.201 ,94.755 ,0.738 ,1.306 
231,0.980647,0.864531,0.791723,0.65525,7.681146,8475,217466,1328,3131,0.862078,3.678 ,94.386 ,0.576 ,1.359 
232,0.981359,0.842438,0.803657,0.671762,7.141428,8790,217315,1644,2651,0.880391,3.815 ,94.321 ,0.714 ,1.151 
233,0.981845,0.842379,0.809595,0.680101,7.141428,8893,217324,1664,2519,0.885834,3.860 ,94.325 ,0.722 ,1.093 
234,0.980885,0.831934,0.808821,0.679009,7.549834,9316,216680,1882,2522,0.889173,4.043 ,94.045 ,0.817 ,1.095 
235,0.980013,0.806437,0.755534,0.607115,8.306624,7116,218679,1708,2897,0.851463,3.089 ,94.913 ,0.741 ,1.257 
236,0.981393,0.850184,0.807456,0.677086,7.141428,8989,217124,1584,2703,0.880787,3.901 ,94.238 ,0.688 ,1.173 
237,0.980521,0.845445,0.809572,0.680068,7.211103,9540,216372,1744,2744,0.884312,4.141 ,93.911 ,0.757 ,1.191 
238,0.978112,0.827562,0.791292,0.65466,7.745967,9560,215797,1992,3051,0.874461,4.149 ,93.662 ,0.865 ,1.324 
239,0.975655,0.848109,0.658384,0.490739,7.483315,5405,219386,968,4641,0.766816,2.346 ,95.220 ,0.420 ,2.014 
240,0.981276,0.861552,0.786118,0.647607,7.937254,7928,218158,1274,3040,0.858512,3.441 ,94.687 ,0.553 ,1.319 
241,0.968676,0.802716,0.678773,0.513745,9.643651,7625,215558,1874,5343,0.789684,3.309 ,93.558 ,0.813 ,2.319 
242,0.979518,0.815197,0.735319,0.581426,8.660254,6555,219126,1486,3233,0.831481,2.845 ,95.107 ,0.645 ,1.403 
243,0.97342,0.720612,0.712353,0.553221,8.888194,7583,216693,2940,3184,0.845448,3.291 ,94.051 ,1.276 ,1.382 
244,0.979922,0.853411,0.81836,0.692563,9.848858,10421,215353,1790,2836,0.888916,4.523 ,93.469 ,0.777 ,1.231 
245,0.97273,0.847976,0.750486,0.600623,10.34408,9449,214668,1694,4589,0.832636,4.101 ,93.172 ,0.735 ,1.992 
246,0.975716,0.822991,0.724967,0.568587,12.247449,7374,217431,1586,4009,0.820283,3.201 ,94.371 ,0.688 ,1.740 
247,0.975017,0.719171,0.6628,0.495663,11.61895,5657,218987,2209,3547,0.802319,2.455 ,95.046 ,0.959 ,1.539 
248,0.979423,0.846358,0.824881,0.701955,9.380832,11166,214493,2027,2714,0.897553,4.846 ,93.096 ,0.880 ,1.178 
249,0.95526,0.77173,0.63594,0.466211,13.152946,9003,211089,2663,7645,0.764164,3.908 ,91.618 ,1.156 ,3.318 
250,0.980747,0.793314,0.783884,0.64458,10.86278,8045,217919,2096,2340,0.882574,3.492 ,94.583 ,0.910 ,1.016 
251,0.973316,0.730081,0.794244,0.65871,14.525839,11866,212386,4387,1761,0.925267,5.150 ,92.181 ,1.904 ,0.764 
252,0.96013,0.809981,0.815638,0.688673,14.764823,20320,200894,4767,4419,0.899098,8.819 ,87.194 ,2.069 ,1.918 
253,0.977049,0.846965,0.816095,0.689325,9.848858,11733,213379,2120,3168,0.88878,5.092 ,92.612 ,0.920 ,1.375 
254,0.977448,0.87769,0.815758,0.688844,10.535654,11503,213701,1603,3593,0.877272,4.993 ,92.752 ,0.696 ,1.559 
255,0.96671,0.865954,0.740387,0.58779,11.445523,10937,211793,1693,5977,0.819347,4.747 ,91.924 ,0.735 ,2.594 
256,0.974905,0.871507,0.766346,0.6212,12.247449,9482,215136,1398,4384,0.838687,4.115 ,93.375 ,0.607 ,1.903 
257,0.980217,0.816964,0.810651,0.681593,9.433981,9757,216085,2186,2372,0.89721,4.235 ,93.787 ,0.949 ,1.030 
258,0.973772,0.8238,0.777708,0.636271,10.440307,10571,213786,2261,3782,0.863018,4.588 ,92.789 ,0.981 ,1.641 
259,0.972378,0.80266,0.809438,0.679879,10.86278,13516,210520,3323,3041,0.900396,5.866 ,91.372 ,1.442 ,1.320 
260,0.981068,0.867791,0.828659,0.707445,9.273618,10548,215490,1607,2755,0.892751,4.578 ,93.529 ,0.697 ,1.196 
261,0.980998,0.860795,0.807086,0.676566,8.888194,9158,216864,1481,2897,0.876451,3.975 ,94.125 ,0.643 ,1.257 
262,0.995395,0.831395,0.843533,0.729406,4.358899,2860,226479,580,481,0.926738,1.241 ,98.298 ,0.252 ,0.209 
263,0.99309,0.838781,0.839289,0.723082,6.324555,4157,224651,799,793,0.918127,1.804 ,97.505 ,0.347 ,0.344 
264,0.99388,0.870862,0.865201,0.762426,4.795832,4525,224465,671,739,0.928316,1.964 ,97.424 ,0.291 ,0.321 
265,0.990647,0.793424,0.798542,0.664644,6,4271,223974,1112,1043,0.899393,1.854 ,97.211 ,0.483 ,0.453 
266,0.989735,0.820115,0.817134,0.690809,6.082763,5284,222751,1159,1206,0.9045,2.293 ,96.680 ,0.503 ,0.523 
267,0.985204,0.795559,0.770793,0.627065,9.591663,5732,221259,1473,1936,0.870454,2.488 ,96.033 ,0.639 ,0.840 
268,0.987452,0.83014,0.808657,0.678778,7.615773,6109,221400,1250,1641,0.891322,2.651 ,96.094 ,0.543 ,0.712 
269,0.98727,0.81457,0.822318,0.698251,8.42615,6787,220680,1545,1388,0.911631,2.946 ,95.781 ,0.671 ,0.602 
270,0.988507,0.798857,0.796151,0.661338,6.63325,5171,222581,1302,1346,0.893824,2.244 ,96.606 ,0.565 ,0.584 
271,0.962687,0.840219,0.658185,0.490518,12.569805,8277,213526,1574,7023,0.766831,3.592 ,92.676 ,0.683 ,3.048 
272,0.986949,0.823663,0.835007,0.716748,6.708204,7609,219784,1629,1378,0.919655,3.303 ,95.392 ,0.707 ,0.598 
273,0.979423,0.755751,0.780112,0.639495,10.29563,8410,217249,2718,2023,0.89687,3.650 ,94.292 ,1.180 ,0.878 
274,0.986784,0.827922,0.811467,0.682746,8.062258,6553,220802,1362,1683,0.894761,2.844 ,95.834 ,0.591 ,0.730 
275,0.987869,0.827434,0.815937,0.689099,7.681146,6195,221410,1292,1503,0.899477,2.689 ,96.098 ,0.561 ,0.652 
276,0.985703,0.772104,0.792882,0.656839,8.485281,6305,220801,1861,1433,0.903226,2.737 ,95.834 ,0.808 ,0.622 
277,0.984531,0.830841,0.818847,0.693261,6.78233,8055,218781,1640,1924,0.899877,3.496 ,94.957 ,0.712 ,0.835 
278,0.981306,0.793742,0.808331,0.678318,8.831761,9082,217011,2360,1947,0.906354,3.942 ,94.189 ,1.024 ,0.845 
279,0.989466,0.809843,0.696207,0.533986,9.746794,2781,225192,653,1774,0.803823,1.207 ,97.740 ,0.283 ,0.770 
280,0.97957,0.781214,0.742745,0.590767,12.083046,6795,218898,1903,2804,0.849634,2.949 ,95.008 ,0.826 ,1.217 
281,0.970191,0.806351,0.827999,0.706483,12.369317,16531,207001,3970,2898,0.916012,7.175 ,89.844 ,1.723 ,1.258 
282,0.967292,0.836141,0.802795,0.670557,10.86278,15339,207525,3006,4530,0.878864,6.658 ,90.072 ,1.305 ,1.966 
283,0.979336,0.77385,0.712135,0.552958,12.806248,5889,219750,1721,3040,0.825883,2.556 ,95.378 ,0.747 ,1.319 
284,0.967734,0.69275,0.740324,0.58771,13,10597,212369,4700,2734,0.886631,4.599 ,92.174 ,2.040 ,1.187 
285,0.971059,0.755932,0.798999,0.665278,12.041595,13253,210479,4279,2389,0.913673,5.752 ,91.354 ,1.857 ,1.037 
286,0.96773,0.739788,0.797825,0.663651,13.892444,14670,208295,5160,2275,0.920784,6.367 ,90.406 ,2.240 ,0.987 
287,0.973741,0.822062,0.833297,0.714232,9.486833,15121,209229,3273,2777,0.91472,6.563 ,90.811 ,1.421 ,1.205 
288,0.975582,0.795512,0.816898,0.690471,10.34408,12550,212224,3226,2400,0.912246,5.447 ,92.111 ,1.400 ,1.042 
289,0.981888,0.821222,0.817669,0.691574,7.211103,9357,216870,2037,2136,0.902421,4.061 ,94.128 ,0.884 ,0.927 
290,0.986185,0.82806,0.809253,0.679618,8.602325,6752,220465,1402,1781,0.892481,2.931 ,95.688 ,0.609 ,0.773 
291,0.982452,0.824846,0.793651,0.657895,8.124038,7775,218582,1651,2392,0.878616,3.375 ,94.871 ,0.717 ,1.038 
292,0.978637,0.696752,0.727946,0.57226,10.583005,6585,218893,2866,2056,0.87457,2.858 ,95.006 ,1.244 ,0.892 
293,0.986806,0.802545,0.794177,0.658619,6.324555,5865,221495,1443,1597,0.889755,2.546 ,96.135 ,0.626 ,0.693 
294,0.987643,0.769416,0.744641,0.593169,9.69536,4151,223402,1244,1603,0.857937,1.802 ,96.963 ,0.540 ,0.696 
295,0.984167,0.770369,0.769493,0.625347,7.681146,6089,220663,1815,1833,0.88023,2.643 ,95.774 ,0.788 ,0.796 
296,0.964175,0.791937,0.674321,0.508661,12.288206,8545,213601,2245,6009,0.788361,3.709 ,92.709 ,0.974 ,2.608 
297,0.957977,0.715011,0.489884,0.324402,14.491377,4649,216069,1853,7829,0.682036,2.018 ,93.780 ,0.804 ,3.398 
298,0.983628,0.706331,0.560987,0.389841,12.489996,2410,224218,1002,2770,0.730401,1.046 ,97.317 ,0.435 ,1.202 
299,0.988733,0.81297,0.812265,0.683877,4.795832,5616,222188,1292,1304,0.90289,2.438 ,96.436 ,0.561 ,0.566 
300,0.990104,0.861798,0.852427,0.742809,4.690416,6585,221535,1056,1224,0.919257,2.858 ,96.152 ,0.458 ,0.531 
301,0.988811,0.833639,0.820898,0.696206,4.795832,5908,221914,1179,1399,0.901627,2.564 ,96.317 ,0.512 ,0.607 
302,0.988338,0.812815,0.807756,0.677508,4.898979,5645,222068,1300,1387,0.898469,2.450 ,96.384 ,0.564 ,0.602 
303,0.988655,0.819933,0.811291,0.682497,4.690416,5619,222167,1234,1380,0.898653,2.439 ,96.427 ,0.536 ,0.599 
304,0.989093,0.820211,0.812309,0.683939,4.690416,5438,222449,1192,1321,0.899613,2.360 ,96.549 ,0.517 ,0.573 
305,0.988147,0.808722,0.797509,0.663214,5,5378,222291,1272,1459,0.890456,2.334 ,96.480 ,0.552 ,0.633 
306,0.989327,0.839112,0.819735,0.694534,4.582576,5591,222350,1072,1387,0.898217,2.427 ,96.506 ,0.465 ,0.602 
307,0.989575,0.839012,0.824415,0.701281,4.898979,5639,222359,1082,1320,0.902738,2.447 ,96.510 ,0.470 ,0.573 
308,0.987422,0.783523,0.789665,0.652435,5.744563,5440,222062,1503,1395,0.89459,2.361 ,96.381 ,0.652 ,0.605 
309,0.984614,0.707861,0.769999,0.626015,8.124038,5934,220921,2449,1096,0.916566,2.576 ,95.886 ,1.063 ,0.476 
310,0.983468,0.79435,0.786838,0.648584,7.874008,7030,219561,1820,1989,0.885622,3.051 ,95.296 ,0.790 ,0.863 
311,0.978828,0.808737,0.818716,0.693072,7.28011,11015,214507,2605,2273,0.908472,4.781 ,93.102 ,1.131 ,0.987 
312,0.979861,0.766003,0.793723,0.657994,8.660254,8927,216833,2727,1913,0.905552,3.875 ,94.112 ,1.184 ,0.830 
313,0.980182,0.76737,0.76476,0.619119,8.831761,7422,218412,2250,2316,0.875986,3.221 ,94.797 ,0.977 ,1.005 
314,0.987977,0.803811,0.812203,0.68379,6,5990,221640,1462,1308,0.90711,2.600 ,96.198 ,0.635 ,0.568 
315,0.983346,0.813293,0.783086,0.643501,8.717798,6926,219637,1590,2247,0.873927,3.006 ,95.329 ,0.690 ,0.975 
316,0.983876,0.816793,0.804546,0.673004,7.348469,7646,219039,1715,2000,0.892446,3.319 ,95.069 ,0.744 ,0.868 
317,0.980152,0.838946,0.78291,0.643264,9.110434,8246,217581,1583,2990,0.863334,3.579 ,94.436 ,0.687 ,1.298 
318,0.981341,0.836962,0.812295,0.68392,7.937254,9302,216799,1812,2487,0.890376,4.037 ,94.097 ,0.786 ,1.079 
319,0.985855,0.855199,0.83683,0.719439,7.549834,8357,218784,1415,1844,0.906404,3.627 ,94.958 ,0.614 ,0.800 
320,0.982713,0.708067,0.780756,0.640361,9.327379,7092,219325,2924,1059,0.92846,3.078 ,95.193 ,1.269 ,0.460 
321,0.979479,0.690956,0.745423,0.594163,9.380832,6922,218750,3096,1632,0.897628,3.004 ,94.944 ,1.344 ,0.708 
322,0.977747,0.670916,0.731922,0.57719,10.099505,6999,218274,3433,1694,0.894823,3.038 ,94.737 ,1.490 ,0.735 
323,0.982452,0.77998,0.73431,0.580166,7.745967,5587,220770,1576,2467,0.843302,2.425 ,95.820 ,0.684 ,1.071 
324,0.983099,0.847051,0.787004,0.64881,9.746794,7194,219312,1299,2595,0.864509,3.122 ,95.188 ,0.564 ,1.126 
325,0.976146,0.823819,0.732711,0.578172,10.583005,7533,217371,1611,3885,0.826195,3.270 ,94.345 ,0.699 ,1.686 
326,0.977808,0.826893,0.799041,0.665336,8.3666,10165,215122,2128,2985,0.881604,4.412 ,93.369 ,0.924 ,1.296 
327,0.979154,0.799696,0.80637,0.675561,8.944272,10001,215596,2505,2298,0.900835,4.341 ,93.575 ,1.087 ,0.997 
328,0.980221,0.715153,0.765164,0.619648,7.874008,7424,218419,2957,1600,0.904669,3.222 ,94.800 ,1.283 ,0.694 
329,0.983086,0.817897,0.824135,0.700875,6.324555,9131,217372,2033,1864,0.910601,3.963 ,94.345 ,0.882 ,0.809 
330,0.984245,0.841888,0.840706,0.725187,6.324555,9579,217191,1799,1831,0.915656,4.158 ,94.267 ,0.781 ,0.795 
331,0.982795,0.833493,0.82822,0.706805,6.63325,9556,216880,1909,2055,0.907144,4.148 ,94.132 ,0.829 ,0.892 
332,0.986194,0.838799,0.841434,0.726271,6,8440,218779,1622,1559,0.918363,3.663 ,94.956 ,0.704 ,0.677 
333,0.981788,0.820921,0.826554,0.704382,6.244998,9998,216206,2181,2015,0.911139,4.339 ,93.839 ,0.947 ,0.875 
334,0.980586,0.817948,0.814867,0.687574,6.78233,9844,216083,2191,2282,0.900886,4.273 ,93.786 ,0.951 ,0.990 
335,0.975777,0.723127,0.769656,0.625562,9.746794,9324,215495,3570,2011,0.903144,4.047 ,93.531 ,1.549 ,0.873 
336,0.982609,0.798352,0.814842,0.687539,6.324555,8817,217576,2227,1780,0.910948,3.827 ,94.434 ,0.967 ,0.773 
337,0.981484,0.796993,0.818128,0.69223,6.63325,9595,216539,2444,1822,0.914626,4.164 ,93.984 ,1.061 ,0.791 
338,0.979957,0.783188,0.810505,0.681385,6.708204,9876,215906,2734,1884,0.913646,4.286 ,93.709 ,1.187 ,0.818 
339,0.982079,0.80628,0.819497,0.694193,6.480741,9373,216898,2252,1877,0.91144,4.068 ,94.140 ,0.977 ,0.815 
340,0.981788,0.798195,0.811331,0.682554,7.071068,9022,217182,2281,1915,0.907256,3.916 ,94.263 ,0.990 ,0.831 
341,0.980074,0.784036,0.792027,0.655666,6.403124,8742,217067,2408,2183,0.894606,3.794 ,94.213 ,1.045 ,0.947 
342,0.981172,0.783675,0.794232,0.658694,6.324555,8372,217690,2311,2027,0.897286,3.634 ,94.484 ,1.003 ,0.880 
343,0.983277,0.81153,0.817489,0.691315,6.708204,8629,217918,2004,1849,0.907211,3.745 ,94.582 ,0.870 ,0.803 
344,0.982348,0.800338,0.807205,0.676735,6.324555,8514,217819,2124,1943,0.902267,3.695 ,94.539 ,0.922 ,0.843 
345,0.984314,0.814461,0.820841,0.696124,6.480741,8279,218507,1886,1728,0.909382,3.593 ,94.838 ,0.819 ,0.750 
346,0.983772,0.828484,0.81276,0.684579,6.324555,8115,218546,1680,2059,0.894996,3.522 ,94.855 ,0.729 ,0.894 
347,0.985543,0.84075,0.83496,0.716679,6.403124,8426,218643,1596,1735,0.911001,3.657 ,94.897 ,0.693 ,0.753 
348,0.99237,0.946429,0.056867,0.029266,7.071068,53,228589,3,1755,0.514651,0.023 ,99.214 ,0.001 ,0.762 
349,0.989505,0.774499,0.535,0.365188,8.602325,1391,226591,405,2013,0.703426,0.604 ,98.347 ,0.176 ,0.874 
350,0.991463,0.793303,0.777413,0.635876,5.744563,3435,224998,895,1072,0.879093,1.491 ,97.655 ,0.388 ,0.465 
351,0.985135,0.812846,0.810826,0.681839,6.244998,7340,219635,1690,1735,0.90059,3.186 ,95.328 ,0.734 ,0.753 
352,0.98523,0.821111,0.816461,0.689847,5.91608,7569,219428,1649,1754,0.902202,3.285 ,95.238 ,0.716 ,0.761 
353,0.962717,0.720626,0.631868,0.461847,6.78233,7372,214438,2858,5732,0.774712,3.200 ,93.072 ,1.240 ,2.488 
354,0.972587,0.825347,0.773181,0.630232,6.244998,10765,213319,2278,4038,0.858326,4.672 ,92.586 ,0.989 ,1.753 
355,0.98082,0.76634,0.78645,0.648057,5.656854,8137,217844,2481,1938,0.898191,3.532 ,94.550 ,1.077 ,0.841 
356,0.980538,0.757994,0.784837,0.64587,5.830952,8178,217738,2611,1873,0.9009,3.549 ,94.504 ,1.133 ,0.813 
357,0.980295,0.771426,0.77959,0.638794,5.385165,8029,217831,2379,2161,0.888563,3.485 ,94.545 ,1.033 ,0.938 
358,0.98207,0.782144,0.799981,0.66664,6.082763,8261,218008,2301,1830,0.904103,3.586 ,94.622 ,0.999 ,0.794 
359,0.978268,0.658564,0.72366,0.566981,6.63325,6556,218837,3399,1608,0.893872,2.845 ,94.981 ,1.475 ,0.698 
360,0.977157,0.716948,0.715437,0.556949,5.830952,6616,218521,2612,2651,0.85106,2.872 ,94.844 ,1.134 ,1.151 
361,0.973086,0.824576,0.793458,0.65763,5.830952,11911,212288,2534,3667,0.876404,5.170 ,92.139 ,1.100 ,1.592 
362,0.979531,0.75103,0.784224,0.64504,6.244998,8570,217114,2841,1875,0.903786,3.720 ,94.234 ,1.233 ,0.814 
363,0.971771,0.75619,0.78067,0.640246,7.681146,11575,212321,3732,2772,0.894758,5.024 ,92.153 ,1.620 ,1.203 
364,0.97776,0.765493,0.782457,0.642653,7.937254,9215,216061,2823,2301,0.893647,4.000 ,93.776 ,1.225 ,0.999 
365,0.981302,0.819849,0.807386,0.676989,6.480741,9029,217063,1984,2324,0.893119,3.919 ,94.211 ,0.861 ,1.009 
366,0.974045,0.815279,0.794925,0.659647,6.480741,11590,212830,2626,3354,0.881687,5.030 ,92.374 ,1.140 ,1.456 
367,0.973602,0.832821,0.822361,0.698313,6.480741,14078,210240,2826,3256,0.899449,6.110 ,91.250 ,1.227 ,1.413 
368,0.974141,0.831963,0.821017,0.696377,6.480741,13665,210777,2760,3198,0.898714,5.931 ,91.483 ,1.198 ,1.388 
369,0.977543,0.823273,0.825768,0.703241,5.477226,12261,212965,2632,2542,0.908035,5.322 ,92.433 ,1.142 ,1.103 
370,0.984314,0.830848,0.821231,0.696685,5.291503,8301,218485,1690,1924,0.902079,3.603 ,94.829 ,0.734 ,0.835 
371,0.983516,0.823886,0.811101,0.682229,5.385165,8154,218448,1743,2055,0.895396,3.539 ,94.813 ,0.757 ,0.892 
372,0.988459,0.825938,0.830107,0.709558,5.09902,6496,221245,1369,1290,0.914084,2.819 ,96.026 ,0.594 ,0.560 
373,0.984345,0.854392,0.852541,0.742981,5.385165,10427,216366,1777,1830,0.921276,4.526 ,93.909 ,0.771 ,0.794 
374,0.976949,0.854042,0.798818,0.665027,9.797959,10544,214545,1802,3509,0.870987,4.576 ,93.118 ,0.782 ,1.523 
375,0.96924,0.853376,0.74683,0.595952,12.806248,10453,212860,1796,5291,0.827784,4.537 ,92.387 ,0.780 ,2.296 
376,0.953073,0.814343,0.612973,0.441932,15,8562,211026,1952,8860,0.741141,3.716 ,91.591 ,0.847 ,3.845 
377,0.975503,0.857481,0.747019,0.596194,16.186414,8333,216423,1385,4259,0.827705,3.617 ,93.934 ,0.601 ,1.849 
378,0.971845,0.867467,0.750548,0.600702,10.677078,9759,214154,1491,4996,0.827244,4.236 ,92.949 ,0.647 ,2.168 
379,0.99388,0.904351,0.906275,0.828613,8.602325,6817,222173,721,689,0.952486,2.959 ,96.429 ,0.313 ,0.299 
380,0.983181,0.861267,0.856317,0.748736,5.09902,11547,214978,1860,2015,0.921423,5.012 ,93.306 ,0.807 ,0.875 
381,0.988902,0.837892,0.840556,0.724965,5.196152,6740,221103,1304,1253,0.918687,2.925 ,95.965 ,0.566 ,0.544 
382,0.979375,0.44577,0.588571,0.417004,5.196152,3399,222249,4226,526,0.923664,1.475 ,96.462 ,1.834 ,0.228 
383,0.977682,0.800385,0.807747,0.677496,5.830952,10802,214456,2694,2448,0.90142,4.688 ,93.080 ,1.169 ,1.063 
384,0.978707,0.80014,0.806942,0.676364,5.744563,10253,215241,2561,2345,0.90105,4.450 ,93.421 ,1.112 ,1.018 
385,0.973607,0.690856,0.757197,0.609266,6.63325,9482,214837,4243,1838,0.909133,4.115 ,93.245 ,1.842 ,0.798 
386,0.977613,0.6468,0.73258,0.578009,6.78233,7065,218177,3858,1300,0.913607,3.066 ,94.695 ,1.674 ,0.564 
387,0.972496,0.709707,0.758747,0.611275,6.480741,9965,214098,4076,2261,0.898192,4.325 ,92.924 ,1.769 ,0.981 
388,0.97408,0.804617,0.784014,0.644756,6.403124,10839,213589,2632,3340,0.876134,4.704 ,92.704 ,1.142 ,1.450 
389,0.976493,0.827963,0.826477,0.70427,5.567764,12898,212086,2680,2736,0.906259,5.598 ,92.051 ,1.163 ,1.188 
390,0.976619,0.83416,0.831419,0.711478,5.567764,13284,211729,2641,2746,0.908188,5.766 ,91.896 ,1.146 ,1.192 
391,0.979345,0.849597,0.848106,0.73627,5.385165,13286,212355,2352,2407,0.917833,5.766 ,92.168 ,1.021 ,1.045 
392,0.978533,0.847948,0.842884,0.728436,5.567764,13267,212187,2379,2567,0.913397,5.758 ,92.095 ,1.033 ,1.114 
393,0.97819,0.837884,0.841917,0.726991,5.567764,13381,211994,2589,2436,0.916962,5.808 ,92.011 ,1.124 ,1.057 
394,0.976489,0.82917,0.831262,0.711247,5.477226,13343,211640,2749,2668,0.910271,5.791 ,91.858 ,1.193 ,1.158 
395,0.9777,0.839139,0.840027,0.724179,5.477226,13490,211772,2586,2552,0.914427,5.855 ,91.915 ,1.122 ,1.108 
396,0.978932,0.851106,0.848719,0.737195,5.567764,13616,211930,2382,2472,0.917615,5.910 ,91.984 ,1.034 ,1.073 
397,0.976597,0.840595,0.830557,0.710217,5.744563,13215,211793,2506,2886,0.904531,5.736 ,91.924 ,1.088 ,1.253 
398,0.979132,0.837794,0.831144,0.711075,5.477226,11833,213759,2291,2517,0.906998,5.136 ,92.777 ,0.994 ,1.092 
399,0.975178,0.815712,0.817663,0.691565,5.477226,12823,211858,2897,2822,0.903067,5.566 ,91.952 ,1.257 ,1.225 
400,0.977422,0.824378,0.828509,0.707226,5.567764,12566,212632,2677,2525,0.910124,5.454 ,92.288 ,1.162 ,1.096 
401,0.976957,0.831112,0.82523,0.70246,5.196152,12534,212557,2547,2762,0.903795,5.440 ,92.256 ,1.105 ,1.199 
402,0.978763,0.838098,0.836502,0.718955,5.477226,12517,212990,2418,2475,0.911843,5.433 ,92.444 ,1.049 ,1.074 
403,0.98043,0.846381,0.845482,0.732324,5.477226,12336,213555,2239,2270,0.917104,5.354 ,92.689 ,0.972 ,0.985 
404,0.979735,0.828642,0.831011,0.71088,5.744563,11480,214251,2374,2295,0.911217,4.983 ,92.991 ,1.030 ,0.996 
405,0.981931,0.836156,0.839161,0.722892,5.196152,10860,215377,2128,2035,0.916202,4.714 ,93.480 ,0.924 ,0.883 
406,0.957062,0.830322,0.416996,0.26342,8.306624,3538,216969,723,9170,0.637543,1.536 ,94.171 ,0.314 ,3.980 
407,1,0,1,0,0,0,230400,0,0,1,0.000 ,100.000 ,0.000 ,0.000 
408,1,0,1,0,0,0,230400,0,0,1,0.000 ,100.000 ,0.000 ,0.000 
409,1,0,1,0,0,0,230400,0,0,1,0.000 ,100.000 ,0.000 ,0.000 
410,1,0,1,0,0,0,230400,0,0,1,0.000 ,100.000 ,0.000 ,0.000 
411,0.999284,0,0,0,3.464102,0,230235,165,0,0.999642,0.000 ,99.928 ,0.072 ,0.000 
412,0.999583,0,0,0,3.316625,0,230304,96,0,0.999792,0.000 ,99.958 ,0.042 ,0.000 
413,0.985273,0,0,0,12.649111,0,227007,0,3393,0.5,0.000 ,98.527 ,0.000 ,1.473 
414,0.985039,0,0,0,14.662878,0,226953,371,3076,0.499184,0.000 ,98.504 ,0.161 ,1.335 
415,0.983329,0.878173,0.350853,0.212749,14.696938,1038,225521,144,3697,0.60929,0.451 ,97.882 ,0.063 ,1.605 
416,0.983229,0.968215,0.290749,0.170103,12.60952,792,225744,26,3838,0.585472,0.344 ,97.979 ,0.011 ,1.666 
417,0.988429,0.692726,0.512258,0.344319,10.816654,1400,226334,621,2045,0.701825,0.608 ,98.235 ,0.270 ,0.888 
